 ,Label,Area,Mean,StdDev,Min,Max,Perim.
1,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:00956-03836,3.693,2.507,0.377,2.136,3.294,7.247
2,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:01650-07521,37.749,2.783,0.355,2.045,3.800,26.866
3,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02025-02924,17.643,3.093,0.381,2.188,4.154,17.807
4,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02376-02051,2.052,3.513,0.350,3.250,4.083,4.905
5,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02509-06483,2.872,3.155,0.526,2.429,4.100,6.716
6,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02584-07294,1.641,1.954,0.130,1.800,2.118,4.905
7,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02584-07298,0.821,2.175,0.460,1.850,2.500,3.624
8,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02584-07300,0.821,1.844,0.294,1.636,2.053,3.843
9,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02601-07298,16.413,2.057,0.306,1.621,2.857,15.089
10,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:02642-04766,57.033,2.631,0.411,1.583,3.692,29.272
11,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:03095-06766,13.951,5.464,1.168,3.818,7.818,13.277
12,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:03128-01816,0.410,2.900,0.000,2.900,2.900,2.562
13,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:03438-06308,14.361,1.978,0.259,1.483,2.571,13.808
14,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:03589-06324,33.646,3.546,0.516,2.500,4.833,21.806
15,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:03672-04661,27.491,1.787,0.230,1.323,2.600,19.619
16,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:03954-07788,27.491,1.816,0.443,1.143,2.960,19.088
17,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:04976-02320,16.002,2.505,0.352,1.944,3.312,14.559
18,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:04975-07570,45.545,2.233,0.413,1.290,3.438,26.930
19,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:05330-05057,23.798,2.677,0.293,2.105,3.357,18.027
20,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:05344-02545,0.410,2.353,0.000,2.353,2.353,2.562
21,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:05347-02547,3.283,1.811,0.174,1.519,2.042,5.811
22,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:05385-02868,0.821,3.664,0.090,3.600,3.727,3.843
23,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:05639-07497,18.874,3.532,0.729,2.158,4.875,15.464
24,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:05647-07491,25.850,4.004,0.783,2.400,6.167,18.182
25,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:05842-06182,45.134,2.142,0.373,1.400,3.500,24.743
26,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:06430-04754,37.338,2.420,0.497,1.480,3.867,23.307
27,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:06494-08035,48.417,2.286,0.278,1.750,3.571,26.024
28,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:07098-05143,1.231,1.506,0.072,1.423,1.556,4.905
29,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:08064-06715,9.437,1.771,0.284,1.400,2.300,11.621
30,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:08131-03305,22.567,3.189,0.420,2.471,4.400,17.807
31,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:08626-07763,14.771,3.590,1.282,2.077,6.750,13.808
32,Result of Before_GA3_A1 Region1_Merged_RAW_ch01.tif:09295-06998,66.881,2.125,0.334,1.404,3.692,30.398
