 ,Label,Area,Mean,StdDev,Min,Max,Perim.
1,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:0723-6681,0.410,3.235,0.000,3.235,3.235,1.812
2,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:0788-6557,14.771,3.831,0.583,2.737,5.000,14.183
3,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:0828-6779,40.621,4.853,1.715,1.625,9.444,23.462
4,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:1133-4597,24.208,4.526,0.667,3.250,6.100,17.807
5,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:1439-7404,5.744,4.041,0.440,3.200,4.750,8.528
6,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:2081-8279,42.262,4.493,1.101,2.688,7.846,23.837
7,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:2095-5486,16.413,4.337,0.591,2.923,5.636,15.995
8,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:2503-6916,16.823,4.030,1.004,1.897,6.053,15.089
9,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:2778-5942,18.874,4.942,0.750,3.071,6.500,15.840
10,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:2792-8822,20.105,4.100,0.468,3.059,4.944,17.807
11,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:2808-5869,22.157,5.458,1.682,2.737,9.000,17.651
12,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:3184-7098,24.619,3.727,0.859,2.476,7.875,20.524
13,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:3518-7018,7.796,4.402,1.953,1.318,8.125,9.809
14,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:3776-6678,4.103,5.152,0.499,4.600,6.250,9.279
15,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:3808-3392,1.641,3.064,0.425,2.455,3.400,4.905
16,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:3857-6005,18.874,4.572,1.060,2.696,7.429,16.746
17,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4043-4516,2.872,3.136,0.514,2.450,4.000,6.341
18,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4099-8262,1.231,3.881,0.247,3.727,4.167,4.905
19,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4189-3447,20.926,3.422,0.875,2.417,7.000,17.432
20,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4199-6390,10.258,4.067,0.789,2.450,5.500,14.714
21,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4255-7503,44.314,5.440,1.654,2.333,9.000,26.024
22,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4317-1944,6.975,4.756,0.365,4.273,5.556,10.340
23,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4397-6897,0.410,3.727,0.000,3.727,3.727,2.562
24,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4447-7453,22.978,4.209,0.673,2.556,5.611,18.182
25,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4596-6067,19.285,4.926,1.462,2.417,7.556,15.840
26,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4809-4572,9.437,3.528,1.073,2.200,7.200,11.090
27,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:4983-7694,8.617,4.950,1.035,3.500,7.071,10.715
28,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:5302-2034,7.796,4.283,0.747,3.125,5.769,10.340
29,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:5747-6206,5.334,2.965,0.601,2.172,3.941,7.998
30,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:6878-5631,1.231,3.228,0.384,2.833,3.600,3.624
31,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:6880-5626,0.821,2.673,0.345,2.429,2.917,3.843
32,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:6950-7376,6.975,3.607,0.438,2.789,4.385,9.809
33,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:6957-4221,3.283,3.087,1.153,1.909,4.889,5.811
34,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:7026-7390,19.695,2.787,0.512,2.037,4.286,19.619
35,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:7030-7390,0.410,2.850,0.000,2.850,2.850,2.562
36,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:7753-4742,34.056,4.080,0.659,2.938,5.846,22.181
37,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:7870-5004,50.058,4.428,1.622,1.947,9.556,27.085
38,Result of Before_GA3_B1 Region1_Merged_RAW_ch01.tif:7985-3799,20.926,4.207,0.583,2.938,5.545,17.432
